OBJECTID,YEAR,DEPT_ID,DEPT_RBD,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,COIN_RT,CNTY_NM,JCT_DESC,LINK_DESC,PCT_DH_SU,PCT_DH_CU,GlobalID,created_user,created_date,last_edited_user,last_edited_date
4830,2024,N-24,A,0.735,C000024,A,C000024A,110+0.340,111+0.079,111.012,111.747,25-3-014, , ,E,1543,22, ,14,191,161,14, ,9,124,104,RPA_3,3058,10,106,89,89,130,130, ,3, ,LEWIS AND CLARK, ,BEGIN 3 LANES,3.356,8.725,{1460E42B-4684-4CD2-B9B6-4AFBF66392AE},,,,
4831,2024,N-29,A,0.109,C000029,A,C000029A,089+0.315,089+0.424,88.891,89,47-1C-023, , ,E,10259,115, ,55,445,96,11, ,5,43,9,UPA,7037,10,103,83,83,97,97, ,4, ,SILVER BOW,JCT U-1804(PARK ST),BEGIN 4 LANES/JCT U-1804(PARK ST),3.277,0.806,{44846ACF-0087-4BAF-BF8C-41548E5D408C},,,,
4832,2024,S-409,A,16.801,C000409,A,C000409A,003+0.844,021+0.219,3.844,20.645,26-1-006, , ,A,81,1, ,0,9,0,12, ,0,111,0,RMA_RMC_345,5247,10,322,2,2,3,3, ,2, ,LIBERTY, , ,62.5,0,{7797E0F8-31AE-4D41-862B-C10F417EBA36},,,,
4833,2024,P-323,A,6.765,C000323,A,C000323A,000+0.392,007+0.111,0.392,7.157,06-1-003, , ,E,464,5, ,0,52,43,11, ,0,112,93,RMA_RMC_345,5174,10,121,19,19,28,28, ,2, ,CARTER, , ,0,11.538,{31BE1575-032E-40CB-A4D8-AAE0E50083F2},,,,
4834,2024,L-16-706,A,0.54,C001714,A,C001714A,003+0.574,004+0.114,3.574,4.114,16-3A-047, , ,E,1407,12, ,4,31,3,9, ,3,22,2,UMA_UC,9163,10,122,11,11,15,15, ,1, ,GALLATIN, ,BEGIN 1 LANE,0.595,1.19,{B0135579-60FA-45FC-9DC0-4030C5AD0E6A},,,,
4835,2024,N-60,A,0.327,C000060,A,C000060A,085+0.223,085+0.551,85.658,85.985,07-2-006, , ,E,4725,30, ,3,698,571,6, ,1,148,121,RPA_3,3075,10,126,284,284,419,419, ,3, ,CASCADE, ,BEGIN 3 LANES,4.229,11.194,{5001EAC8-CE6C-4E01-8D54-3FD996FEB160},,,,
4836,2024,P-80,A,4.388,C000080,A,C000080A,002+0.576,007+0.098,2.613,7.002,08-5-007, , ,A,680,12, ,0,106,76,18, ,0,156,112,RMA_RMC_345,4092,10,133,42,42,65,65, ,2, ,CHOUTEAU,JCT S-228,JCT S-228,8.197,9.836,{8D142C49-F224-4A0A-9B4F-A7E970921036},,,,
4837,2024,L-6-875,A,0.299,C002914,A,C002914A,000+0.000,000+0.299,0,0.299,06-1-007, , ,E,693,8, ,0,25,7,12, ,0,36,10,UMA_UC,9169,10,117,8,8,12,12, ,2, ,CARTER,JCT MORMON AVE,ENT L-6-875A/,1.25,0,{1F260672-452D-443A-807C-8EDE6E4BCA23},,,,
4838,2024,N-57,A,0.853,C000057,A,C000057A,027+0.417,028+0.289,27.511,28.364,23-1-002, , ,A,2609,10, ,21,542,393,4, ,8,208,151,RPA_45,3067,10,131,228,228,338,338, ,2, ,JUDITH BASIN, ,BEGIN 2 LANES,21.805,10.77,{93712600-5BC5-4EF4-8990-19CC5989F84A},,,,
4839,2024,N-22,A,1.037,C000022,A,C000022A,063+0.806,064+0.785,63.756,64.793,46-3-007, , ,E,1063,19, ,0,168,139,18, ,0,158,131,RPA_45,3098,10,114,69,69,100,100, ,2, ,SHERIDAN,JCT S-573,JCT S-573,3.922,17.647,{CB775A88-3071-47DE-AB2F-5114FA958D0C},,,,
4840,2024,N-1,A,1.995,C000001,A,C000001A,131+0.918,133+0.919,131.913,133.908,15-4A-014, , ,A,17532,91, ,56,1057,267,5, ,3,60,15,UPA,7005,10,96,399,399,577,577, ,4, ,FLATHEAD, , ,5.689,1.067,{C5708302-2F68-4933-A176-15FA4EA179A4},,,,
4841,2024,S-357,A,6.267,C000357,A,C000357A,004+0.830,011+0.105,4.76,11.027,29-3-007, , ,E,273,4, ,0,14,10,15, ,0,51,37,REC_MA,5211,10,147,3,3,4,4, ,2, ,MADISON, , ,0,2.632,{BA634755-6A9C-4038-89DF-DC382153BC8F},,,,
4842,2024,P-58,A,4.716,C000058,A,C000058A,012+0.221,017+0.278,12.033,16.75,18-4-010, , ,A,1249,12, ,1,28,10,10, ,1,22,8,REC_MA,4128,10,159,7,7,9,9, ,2, ,GLACIER, , ,1.538,0,{A79EE6C3-8B4E-429A-A99D-F35A9DE1066D},,,,
4843,2024,N-29,A,0.162,C000029,A,C000029A,088+0.962,089+0.134,88.548,88.71,47-1C-019, , ,A,4462,115, ,55,445,96,26, ,12,100,22,UPA,7037,10,103,77,77,92,92, ,2, ,SILVER BOW,JCT U-1807(PARK ST),BEGIN 2 LANES/JCT U-1807(PARK ST),3.277,0.806,{17C56C95-C926-429A-9134-56400298C0EA},,,,
4844,2024,S-215,A,2.989,C000215,A,C000215A,018+0.313,021+0.292,18.314,21.303,18-3-008, , ,A,306,5, ,0,43,25,16, ,0,141,82,RMA_RMC_345,5023,10,134,16,16,24,24, ,2, ,GLACIER, , ,11.765,8.824,{30F4E910-9654-48E8-A893-79FC9A888E20},,,,
4845,2024,U-1013,A,0.096,C001013,A,C001013A,000+0.674,000+0.771,0.674,0.771,56-4A-348, , ,A,14124,23, ,61,773,247,2, ,4,55,17,UMA_UC,8163,14,104,171,171,223,223, ,2, ,YELLOWSTONE,JCT U-1026(KING AVE),JCT U-1026(KING AVE),4.172,1.847,{08B1A5E0-ADB8-493E-A427-5E425FCC6FC8},,,,
4846,2024,L-3-2,A,29.965,C003002,A,C003002A,000+0.042,030+0.008,0.042,30.008,03-3-023, , ,E,61,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,2, ,BLAINE, , ,0,0,{6F0ED03C-4E6A-4B4D-8155-CC73C97FB2FA},,,,
4847,2024,S-287,A,3.137,C000287,A,C000287A,000+0.279,003+0.409,0.279,3.416,16-1-015, , ,E,1432,16, ,1,98,66,11, ,1,68,46,RMA_RMC_12,5135,10,115,42,42,60,60, ,2, ,GALLATIN, , ,2.732,2.186,{004DABF9-8A7C-4EEB-B839-058C7186A601},,,,
4848,2024,N-1,A,8.766,C000001,A,C000001A,288+0.916,297+0.678,288.405,297.17,51-4-001, , ,E,1046,6, ,8,117,79,6, ,8,112,76,RPA_3,3009,10,120,45,45,64,64, ,2, ,TOOLE, , ,1.299,15.584,{BC08C954-89C9-413E-A7F2-1DFA8F5B9007},,,,
4849,2024,N-10,A,0.151,C000010,A,C000010A,001+0.368,001+0.519,1.367,1.518,07-2A-027, , ,E,6458,16, ,14,141,26,2, ,2,22,4,UPA,7024,10,107,59,59,81,81,Yes,2, ,CASCADE,JCT U-5216(8TH AVE N),JCT U-5216(8TH AVE N),0,0,{6845B0F1-CFD7-41EF-9A76-4E98D8DA2034},,,,
4850,2024,U-6714,A,0.277,C006714,A,C006714A,000+0.439,000+0.716,0.439,0.716,15-7C-022, , ,E,5169,15, ,5,22,4,3, ,1,4,1,UMA_UC,8091,10,111,8,8,9,9, ,2, ,FLATHEAD,JCT U-6721(5TH AVE W),JCT U-6721(5TH AVE W),0.181,0.362,{29C304C1-21A7-47DA-816D-2722D7E0E5D6},,,,
4851,2024,N-50,A,0.191,C000050,A,C000050A,090+0.454,090+0.645,90.678,90.869,16-3B-099, , ,A,8984,62, ,49,1321,303,7, ,5,147,34,UPA,7039,10,98,185,185,223,223, ,3, ,GALLATIN,JCT I-90 ON RAMP E BOZEMAN INTERCHANGE,JCT I-90 ON RAMP E BOZEMAN INTERCHANGE,3.532,1.38,{5790D5D0-1A23-4A46-8A33-004F70F53C05},,,,
4852,2024,U-6726,A,0.144,C006726,A,C006726A,001+0.013,001+0.157,1.013,1.157,15-7C-066, , ,E,5776,7, ,0,15,3,1, ,0,3,1,UMA_UC,8098,10,115,7,7,7,7, ,2, ,FLATHEAD, , ,0,0,{2AD7AC68-6055-4701-8AB7-5C23B0E707B6},,,,
4853,2024,S-335,A,4.075,C000335,A,C000335A,001+0.742,005+0.852,1.743,5.818,11-5A-029, , ,E,237,6, ,0,7,1,25, ,0,30,4,RMA_RMC_345,5193,10,148,2,2,3,3, ,2, ,DAWSON, , ,5.714,0,{4077EB51-E6C8-472A-98A3-2ECF991AC6F0},,,,
4854,2024,S-363,A,8.1,C000363,A,C000363A,002+0.060,010+0.251,2.06,10.16,36-3-008, , ,E,125,1, ,0,5,2,8, ,0,40,16,RMA_RMC_345,5218,10,130,1,1,2,2, ,2, ,PHILLIPS, , ,0,5.882,{F5C68750-ABBC-4EBC-AE9C-1A69B85473A3},,,,
4855,2024,S-451,A,9.042,C000451,A,C000451A,000+0.020,009+0.122,0.02,9.062,02-5-006, , ,E,942,1, ,5,31,14,1, ,5,33,15,RMA_RMC_345,5285,10,118,9,9,13,13, ,2, ,BIG HORN,JCT I-90 ON RAMP GARRYOWEN INTERCHANGE,JCT I-90 ON RAMP GARRYOWEN INTERCHANGE,4.673,0,{C0F1377C-AB7A-469D-9A09-CA04BD48E554},,,,
4856,2024,N-57,A,1.093,C000057,A,C000057A,079+0.658,080+0.850,79.328,80.421,14-6A-002, , ,E,2520,25, ,0,106,49,10, ,0,42,19,UPA,7128,10,101,35,35,49,49, ,2, ,FERGUS,JCT N-75 US 191 TRUCK BYPASS, ,2.941,2.941,{13BC6187-0938-420E-A190-D3CF3F148F6F},,,,
4857,2024,P-48,A,8.973,C000048,A,C000048A,012+0.876,021+0.848,14.508,23.481,02-1-001, , ,E,447,5, ,4,163,122,11, ,9,365,273,RMA_RMC_345,4071,10,128,66,66,103,103, ,2, ,BIG HORN, , ,5.882,7.843,{BDCB8E50-2BC2-407F-AB7A-BC1E098D737B},,,,
4858,2024,I-90,A,3.077,C000090,A,C000090A,434+0.157,437+0.234,432.013,435.09,56-4B-003, , ,E,15739,96, ,249,3496,2771,6, ,16,222,176,UI,2024,10,90,1808,1808,2679,2679, ,2, ,YELLOWSTONE,"JCT OFF RAMP LAUREL INTERCHANGE, EXIT 434","JCT OFF RAMP LAUREL INTERCHANGE, EXIT 434",2.449,8.889,{C7A7AC4E-ED81-4637-B269-B490603B53D5},,,,
4859,2024,L-25-900,A,0.189,C004328,A,C004328A,001+0.195,001+0.383,1.195,1.383,25-7C-071, , ,A,1456,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,LEWIS AND CLARK, , ,0,0,{4E439623-3DA2-445E-8283-48BD470370E1},,,,
4860,2024,N-109,A,0.098,C000109,A,C000109A,002+0.860,002+0.957,2.879,2.976,15-7B-100, , ,E,15962,128, ,65,562,270,8, ,4,35,17,UPA,7124,20,97,193,193,246,246, ,4, ,FLATHEAD, ,BEGIN 4 LANES,3.128,1.981,{4E77530C-C0D3-4A9D-9639-C69497E14233},,,,
4861,2024,I-15,A,5.147,C000015,A,C000015A,151+0.487,156+0.645,151.099,156.246,22-1-002, , ,A,3490,22, ,33,620,564,6, ,9,178,162,RURAL INNER INTERSTATE,1008,15,96,366,366,549,549, ,2, ,JEFFERSON,"JCT OFF RAMP BERNICE INTERCHANGE, EXIT 151","JCT OFF RAMP BERNICE INTERCHANGE, EXIT 151",7.395,14.791,{F3E1EE1C-4F97-47FB-AB5A-60B43ED17360},,,,
4862,2024,S-252,A,7.721,C000252,A,C000252A,015+0.738,023+0.473,15.717,23.438,28-3-003, , ,A,29,0, ,0,33,14,0, ,0,1138,483,RMA_RMC_345,5091,10,176,8,8,11,11, ,2, ,MCCONE, , ,13.043,0,{22AC9C2E-C8FA-479D-B930-4DF5481A3A5E},,,,
4863,2024,N-1,A,3.504,C000001,A,C000001A,111+0.856,115+0.321,111.751,115.256,15-7-001, , ,E,7084,50, ,33,595,161,7, ,5,84,23,UPA,7002,13,106,173,173,240,240, ,2, ,FLATHEAD, , ,2.471,1.145,{49AA2100-4F1D-4D20-A7AD-5CF8293F9B34},,,,
4864,2024,L-3-16,A,0.706,C003016,A,C003016A,000+0.000,000+0.706,0,0.706,059395R, , ,E,24,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,2, ,BLAINE,JCT N-1,ENT L-3-16A/,0,0,{1B4192AF-0CF1-4BA0-94F1-20DBDAD5FE0C},,,,
4865,2024,P-266,A,0.045,C000522,A,C000522A,000+0.000,000+0.045,0,0.045,56-2-005, , ,A,3644,40, ,16,222,136,11, ,4,61,37,RMA_RMC_345,5339,10,132,94,94,146,146, ,2, ,YELLOWSTONE, ,ENT P-266A,0.86,1.935,{1A2EF8FD-8497-4C7A-8061-ED080975B2CB},,,,
4866,2024,N-20,A,0.109,C000020,A,C000020A,051+0.728,051+0.838,51.307,51.416,42-4A-056, , ,E,7648,30, ,3,564,380,4, ,0,74,50,UPA,7033,10,101,240,240,344,344, ,4, ,RICHLAND,JCT U-10405(LINCOLN AVE),JCT U-10405(LINCOLN AVE),4.301,8.172,{683919F5-89E3-45CC-9E86-6808946C8ACD},,,,
4867,2024,L-25-2471,A,0.358,C005817,A,C005817A,000+0.271,000+0.629,0.271,0.629,25-7C-093, , ,A,726,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,LEWIS AND CLARK, , ,0,0,{61C46A65-3926-4F4C-8548-BBAA9D1968C2},,,,
4868,2024,S-350,A,0.258,C000350,A,C000350A,001+0.747,002+0.007,1.75,2.008,080210H, , ,E,82,2, ,0,21,16,24, ,0,256,195,RMA_RMC_345,5208,10,171,10,10,14,14, ,2, ,SHERIDAN, , ,5,10,{FB59075B-2C4B-475E-9F8E-960A80200417},,,,
4869,2024,S-374,A,4.044,C000374,A,C000374A,000+0.000,004+0.049,0,4.044,46-1-007, , ,A,162,1, ,0,20,14,6, ,0,123,86,RMA_RMC_345,5226,10,139,8,8,12,12, ,2, ,SHERIDAN,JCT P-22,ENT S-374A/,0,9.091,{C9A11124-1C42-43E6-950B-FB467EFD5DB3},,,,
4870,2024,U-6704,A,0.266,C006704,A,C006704A,000+0.000,000+0.266,0,0.266,15-7B-095, , ,E,4587,5, ,14,26,6,1, ,3,6,1,UMA_UC,9051,10,103,14,14,18,18, ,2, ,FLATHEAD,S JCT N-5,ENT U-6704A/,0.662,0.221,{0FDBBC3E-A799-4C3F-A3FE-B0BC1657EAA9},,,,
4871,2024,S-331,A,0.266,C000331,A,C000331A,000+0.944,001+0.231,0.944,1.21,07-2-030, , ,E,1188,10, ,2,32,9,8, ,2,27,8,RMA_RMC_345,5187,10,126,8,8,11,11, ,2, ,CASCADE, , ,2.256,0,{92CC67F2-960A-4AA0-A9CB-791FF751F906},,,,
4872,2024,U-1002,A,0.461,C001002,A,C001002A,003+0.919,004+0.380,3.919,4.38,56-4A-115, , ,E,13974,41, ,83,327,104,3, ,6,23,7,UPA,7052,14,101,68,68,73,73, ,2, ,YELLOWSTONE,JCT U-1001(ZIMMERMAN TRAIL),JCT U-1001(ZIMMERMAN TRAIL),16.765,1.994,{2AA9AB7D-8332-4FDC-9877-24BD7509A287},,,,
4873,2024,N-1,A,2.406,C000001,A,C000001A,221+1.976,223+0.919,221.625,224.031,W-130,Yes, ,A,3739,5, ,13,126,71,1, ,3,34,19,RPA_1,3005,10,132,48,48,68,68, ,2, ,GLACIER, , ,1.923,3.365,{1734C10B-63E4-41EA-B4E5-7365813EB041},,,,
4874,2024,P-27,A,1.146,C000027,A,C000027A,033+0.620,034+0.766,33.58,34.727,13-1-019, , ,A,943,20, ,0,105,68,21, ,0,111,72,RMA_RMC_345,4038,13,125,36,36,54,54, ,2, ,FALLON, , ,3.636,12.727,{6503E0FD-8E95-4CA5-9FD6-E00958CC2732},,,,
4875,2024,L-15-1003,A,1.058,C004940,A,C004940A,000+0.000,001+0.058,0,1.058,15-7B-067, , ,E,963,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,FLATHEAD,JCT N-1 (IDAHO ST),ENT L-15-1003A/,0,0,{F8060DF9-19AC-46A4-A4E4-00E2A2A01895},,,,
4876,2024,S-486,A,7.53,C000486,A,C000486A,002+0.142,009+0.645,2.153,9.683,15-4A-015, , ,E,1402,15, ,13,51,14,11, ,9,36,10,REC_MA,5312,30,103,21,21,29,29, ,2, ,FLATHEAD, , ,0.858,0.429,{1CADC6FB-DA42-473B-9439-0EE11925D0AB},,,,
4877,2024,N-4,A,4.522,C000004,A,C000004A,000+0.000,004+0.525,0,4.522,05-4-001, , ,A,1666,21, ,20,257,225,13, ,12,154,135,RPA_45,3024,10,99,136,136,205,205, ,2, ,CARBON, ,ENT N-4A,3.896,11.688,{77125C67-E946-42D7-AA9F-CC23C5997791},,,,
4878,2024,N-53,A,2.681,C000053,A,C000053A,003+0.158,005+0.790,3.562,6.243,56-4A-032, , ,A,10003,31, ,20,428,322,3, ,2,43,32,UPA,3066,11,119,198,198,287,287, ,2, ,YELLOWSTONE,JCT U-1014(AIRPORT RD) AT ROUNDABOUT,BEGIN 2 LANES/JCT U-1014(AIRPORT RD) AT ROUNDABOUT,4.02,0,{C9D31415-2FC7-4981-8D9F-230FD0E6469B},,,,
4879,2024,N-60,A,5.708,C000060,A,C000060A,075+0.109,080+0.982,75.584,81.292,07-2-015, , ,A,4140,27, ,3,642,525,7, ,1,155,127,RPA_3,3075,10,126,261,261,386,386, ,4, ,CASCADE, ,BEGIN 4 LANES,4.229,11.194,{5FAF74B7-2582-4996-9841-5DF7E5ACDF5E},,,,
4880,2024,U-1202,A,0.261,C001202,A,C001202A,000+0.533,000+0.794,0.533,0.794,16-3B-034, , ,E,12607,88, ,82,416,173,7, ,7,33,14,UMA_UC,8026,10,99,178,178,245,245, ,4, ,GALLATIN, ,BEGIN 4 LANES,1.99,15.257,{09F471DD-F724-4DCD-80D1-AB50EE0D78F0},,,,
4881,2024,L-1-302,A,3.637,C001302,A,C001302A,013+0.072,016+0.709,13.072,16.709,01-8-010, , ,E,183,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0, ,1, ,BEAVERHEAD, ,BEGIN 1 LANE,0,0,{8EACCAB8-2B35-431A-9941-6339D2194AE5},,,,
4882,2024,U-608,A,0.809,C000608,A,C000608A,000+0.091,000+0.901,0.091,0.901,16-3-041, , ,A,1755,0, ,4,20,2,0, ,2,11,1,UMA_UC,9130,10,113,5,5,6,6, ,2, ,GALLATIN,JCT U-607(CENTRAL AVE),JCT U-607(CENTRAL AVE),0,0,{48609376-1F2C-4E40-BCAA-001336CFA541},,,,
4883,2024,N-22,A,0.86,C000022,A,C000022A,042+0.353,043+0.379,42.297,43.157,46-2-001, , ,E,2207,15, ,12,236,190,7, ,5,107,86,RPA_45,3048,10,103,119,119,180,180, ,2, ,SHERIDAN, , ,1.493,12.935,{56C90634-DCC0-48E9-9697-588EE85E4745},,,,
4884,2024,P-27,A,0.072,C000027,A,C000027A,035+0.472,035+0.544,35.443,35.515,13-1-022, , ,A,2590,3, ,2,139,94,1, ,1,54,36,RMA_RMC_345,4040,10,125,50,50,76,76, ,2, ,FALLON,JCT P-2,JCT P-2,6.78,23.729,{2C5BCBE7-53CB-495E-AF30-E3D9D1A99FCB},,,,
4885,2024,N-60,A,1.254,C000060,A,C000060A,094+0.462,095+0.719,94.873,96.127,07-2A-008, , ,E,27167,32, ,24,1069,510,1, ,1,39,19,UPA,7045,10,92,316,316,432,432, ,4, ,CASCADE,JCT U-5205(RIVER DR)/U-5208(2ND ST),BEGIN 4 LANES/JCT U-5205(RIVER DR)/U-5208(2ND ST),1.927,1.894,{E3583306-67E5-4399-8618-06184A7E8ED5},,,,
4886,2024,N-123,A,0.344,C005206,A,C005206A,000+0.131,000+0.475,0.131,0.475,07-2A-070, , ,A,7228,12, ,18,547,326,2, ,2,76,45,UPA,7074,10,100,232,232,333,333, ,2, ,CASCADE,JCT I-15 ON RAMP EMERSON INTERCHANGE,JCT I-15 ON RAMP EMERSON INTERCHANGE,0,0,{3703C4BF-21A2-45DF-909D-859D2248B10E},,,,
4887,2024,S-480,A,0.817,C000480,A,C000480A,000+0.000,000+0.817,0,0.817,059601B, , ,E,157,0, ,0,1,0,0, ,0,6,0,RMA_RMC_345,5307,10,184,0,0,0,0, ,2, ,ROOSEVELT,JCT N-1 FT PECK IR,ENT S-480A/,0,0,{8CF5EF27-9C0C-46AF-B97E-89422B138E81},,,,
4888,2024,U-1033,A,0.074,C000416,A,C000416A,000+0.116,000+0.190,0.116,0.19,56-4A-349, , ,A,14417,40, ,24,68,25,3, ,2,5,2,UMA_UC,5251,10,105,43,43,55,55, ,2, ,YELLOWSTONE,JCT I-90 ON RAMP S BILLINGS BLVD INTERCHANGE,JCT I-90 ON RAMP S BILLINGS BLVD INTERCHANGE,1.793,0.996,{14890E5B-AE51-4686-AE5B-CD241DA1D6A1},,,,
4889,2024,N-53,A,0.147,C000053,A,C000053A,001+0.369,001+0.516,1.401,1.548,56-4A-025, , ,A,12667,81, ,113,474,123,6, ,9,37,10,UPA,7041,10,95,107,107,125,125, ,4, ,YELLOWSTONE,JCT N-115(1ST AVE N),JCT N-115(1ST AVE N),1.613,0.23,{03575014-9399-4B47-BF9E-46FD140CDACE},,,,
4890,2024,L-32-4309,A,0.713,C005984,A,C005984A,000+0.000,000+0.713,0,0.713,32-3A-148, , ,E,5080,120, ,21,445,55,24, ,4,88,11,UMA_UC,8205,17,91,42,42,44,44, ,2, ,MISSOULA,JCT RUSSELL ST,ENT L-32-4309A/,8.715,0.218,{12C73701-91E0-403C-A391-A51304C7BCCA},,,,
4891,2024,N-1,A,1.026,C000001,A,C000001A,054+0.590,055+0.622,54.558,55.585,27-6-001, , ,A,1665,12, ,18,140,93,7, ,11,84,56,RPA_1,3002,10,120,64,64,94,94, ,2, ,LINCOLN, ,BEGIN 2 LANES,3.643,5.351,{E044520B-4D99-4FF7-AFC3-BBD178772355},,,,
4892,2024,L-56-2392,A,0.994,C001286,A,C001286A,002+0.367,003+0.361,2.367,3.361,56-4A-079, , ,E,3162,13, ,17,188,16,4, ,5,59,5,UMA_UC,8195,10,119,20,20,21,21, ,2, ,YELLOWSTONE, , ,9.145,0.295,{28EBE107-D543-448B-B3AE-9ECCBA531BA7},,,,
4893,2024,I-15,A,3.401,C000015,A,C000015A,052+0.411,055+0.794,52.382,55.783,01-4-006, , ,E,4455,38, ,29,1323,1084,9, ,7,297,243,RURAL OUTER INTERSTATE,1002,16,136,703,703,1071,1071, ,2, ,BEAVERHEAD,"JCT OFF RAMP GRASSHOPPER CK INTERCHANGE, EXIT 52","JCT OFF RAMP GRASSHOPPER CK INTERCHANGE, EXIT 52",5.72,8.876,{3511B46F-B9EC-45B8-A990-052DB7D01082},,,,
4894,2024,U-5202,A,0.13,C005202,A,C005202A,000+0.283,000+0.413,0.283,0.413,07-2A-039, , ,E,2266,0, ,91,195,28,0, ,40,86,12,UMA_UC,9018,10,116,63,63,82,82, ,2, ,CASCADE,JCT N-10(15TH ST N),BEGIN 2 LANES/JCT N-10(15TH ST N),0,0,{7E199B2A-9824-4A97-B1D0-A604C6AFC167},,,,
4895,2024,L-7-77,A,10.853,C007077,A,C007077A,000+0.000,010+0.853,0,10.853,07-2A-054, , ,E,819,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,CASCADE,JCT N-123,ENT L-7-77A/,0,0,{23B9BCFF-6EE4-4924-A3FF-4D0A3B121C2C},,,,
4896,2024,N-7,A,13.481,C000007,A,C000007A,012+0.914,026+0.475,12.781,26.262,41-5-003, , ,E,1110,19, ,9,53,40,17, ,8,48,36,RPA_1,3032,10,108,24,24,34,34, ,2, ,RAVALLI, , ,4.237,1.695,{DD8DEFC9-E878-46EB-8810-7BE40094DFD3},,,,
4897,2024,P-33,A,0.443,C000033,A,C000033A,000+0.195,000+0.638,0.195,0.638,27-3A-016, , ,A,5238,41, ,14,190,61,8, ,3,36,12,RMA_RMC_12,4052,10,109,65,65,88,88, ,2, ,LINCOLN, , ,2.975,0.66,{864E16F7-05D0-4612-A99E-D88F2F3BE150},,,,
4898,2024,S-431,A,3.226,C000431,A,C000431A,016+0.726,019+0.936,16.687,19.913,50-4-013, , ,E,507,1, ,4,30,14,2, ,8,59,28,RMA_RMC_345,5267,10,125,10,10,14,14, ,2, ,TETON, , ,2.273,0,{B998B10A-A994-4F7D-B7EF-1431134CDD05},,,,
4899,2024,L-50-687,A,0.159,C003012,A,C003012A,000+0.000,000+0.159,0,0.159,398840K, , ,E,462,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,TETON,JCT P-3,ENT L-50-687A/,0,0,{EEAD71D9-CECE-4932-8B60-30275B422C91},,,,
4900,2024,P-13,A,9.288,C000013,A,C000013A,030+0.763,039+0.988,30.599,39.886,W-143,Yes, ,A,1938,36, ,10,366,258,19, ,5,189,133,REC_MA,4123,22,174,137,137,195,195, ,2, ,MADISON, , ,10.03,4.863,{1A6CB761-C34A-4FA5-B7CC-0E96C72EA3D9},,,,
4901,2024,I-90,A,11.4,C000090,A,C000090A,256+0.019,267+0.446,254.232,265.632,22-4-001, , ,A,11490,77, ,111,2521,2067,7, ,10,219,180,RURAL INNER INTERSTATE,1033,23,126,1344,1344,2022,2022, ,2, ,JEFFERSON,"JCT OFF RAMP CARDWELL INTERCHANGE, EXIT 256","JCT OFF RAMP CARDWELL INTERCHANGE, EXIT 256",5.927,10.106,{E7D945E4-CA60-48FE-ACD2-B72E6FCEF349},,,,
4902,2024,U-5224,A,0.152,C005224,A,C005224A,000+0.989,001+0.141,0.989,1.141,07-2A-079, , ,E,2416,0, ,7,80,16,0, ,3,33,7,UMA_UC,8061,21,114,23,23,32,32,Yes,2, ,CASCADE, ,BEGIN 2 LANES,0,0,{129D8634-7B3A-4B82-8F1F-F1BF44B7C378},,,,
4903,2024,U-1208,A,0.319,C001208,A,C001208A,000+0.313,000+0.632,0.313,0.632,16-3B-062, , ,E,4268,14, ,48,41,5,3, ,11,10,1,UMA_UC,8032,10,103,28,28,36,36,Yes,2, ,GALLATIN, , ,1.395,3.023,{3C5BF954-78D1-4D01-A4CA-70C3B0F325A4},,,,
4904,2024,N-1,A,0.847,C000001,A,C000001A,137+0.413,138+0.231,137.4,138.247,15-4A-013, , ,E,13308,100, ,47,1100,496,8, ,4,83,37,UPA,7131,19,98,470,470,676,676, ,4, ,FLATHEAD, , ,1.086,1.241,{A8D4E2BF-B6DF-4667-9D71-C1E90F53C430},,,,
4905,2024,S-332,A,1.273,C000332,A,C000332A,037+0.240,038+0.514,37.279,38.552,09-4-004, , ,A,79,0, ,0,4,0,0, ,0,51,0,RMA_RMC_345,5190,10,201,1,1,1,1, ,2, ,ROSEBUD, , ,20,0,{7CD60A59-180B-4E6D-BB80-3D2E4E3879B5},,,,
